b'ACK'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
b'Leader,00.000.000.000.000.000.00'
