1032,8.81,22936,82,,,,,,,,,,,,,,,,,,,,
1016,8.69,22924,77,,,,,,,,,,,,,,,,,,,,
1020,8.69,22912,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22932,76,,,,,,,,,,,,,,,,,,,,
1020,8.79,22940,78,,,,,,,,,,,,,,,,,,,,
1020,8.81,22916,80,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,69,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,74,,,,,,,,,,,,,,,,,,,,
1016,8.7,22936,78,,,,,,,,,,,,,,,,,,,,
1020,8.79,22920,72,,,,,,,,,,,,,,,,,,,,
1016,8.81,22916,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22944,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22940,81,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,78,,,,,,,,,,,,,,,,,,,,
1016,8.79,22932,75,,,,,,,,,,,,,,,,,,,,
1016,8.81,22948,76,,,,,,,,,,,,,,,,,,,,
1016,8.81,22924,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22908,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,74,,,,,,,,,,,,,,,,,,,,
1016,8.81,22924,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22916,77,,,,,,,,,,,,,,,,,,,,
1016,8.79,22932,82,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,75,,,,,,,,,,,,,,,,,,,,
1012,8.69,22916,76,,,,,,,,,,,,,,,,,,,,
1016,8.7,22912,76,,,,,,,,,,,,,,,,,,,,
1020,8.81,22920,73,,,,,,,,,,,,,,,,,,,,
1020,8.81,22924,75,,,,,,,,,,,,,,,,,,,,
1032,8.79,22932,77,,,,,,,,,,,,,,,,,,,,
1012,8.69,22936,78,,,,,,,,,,,,,,,,,,,,
1016,8.69,22912,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.81,22952,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,77,,,,,,,,,,,,,,,,,,,,
1016,8.72,22928,75,,,,,,,,,,,,,,,,,,,,
1012,8.69,22928,83,,,,,,,,,,,,,,,,,,,,
1016,8.7,22932,73,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,78,,,,,,,,,,,,,,,,,,,,
1016,8.79,22932,80,,,,,,,,,,,,,,,,,,,,
1016,8.81,22932,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,75,,,,,,,,,,,,,,,,,,,,
1020,8.69,22940,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,75,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22924,71,,,,,,,,,,,,,,,,,,,,
1016,8.79,22912,79,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,70,,,,,,,,,,,,,,,,,,,,
1016,8.69,22920,79,,,,,,,,,,,,,,,,,,,,
1016,8.81,22928,73,,,,,,,,,,,,,,,,,,,,
1020,8.81,22916,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22924,71,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,74,,,,,,,,,,,,,,,,,,,,
1016,8.7,22912,78,,,,,,,,,,,,,,,,,,,,
1016,8.7,22916,78,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,81,,,,,,,,,,,,,,,,,,,,
1020,8.81,22944,77,,,,,,,,,,,,,,,,,,,,
1020,8.79,22920,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22928,71,,,,,,,,,,,,,,,,,,,,
1016,8.69,22952,78,,,,,,,,,,,,,,,,,,,,
1016,8.69,22948,78,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,77,,,,,,,,,,,,,,,,,,,,
1020,8.79,22936,70,,,,,,,,,,,,,,,,,,,,
1012,8.69,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,81,,,,,,,,,,,,,,,,,,,,
1012,8.69,22928,76,,,,,,,,,,,,,,,,,,,,
1016,8.79,22952,73,,,,,,,,,,,,,,,,,,,,
1016,8.79,22916,73,,,,,,,,,,,,,,,,,,,,
1016,8.69,22920,79,,,,,,,,,,,,,,,,,,,,
1020,8.7,22932,79,,,,,,,,,,,,,,,,,,,,
1020,8.69,22932,76,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,81,,,,,,,,,,,,,,,,,,,,
1016,8.81,22912,83,,,,,,,,,,,,,,,,,,,,
1016,8.81,22912,78,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22940,75,,,,,,,,,,,,,,,,,,,,
1020,8.69,22940,75,,,,,,,,,,,,,,,,,,,,
1020,8.79,22932,73,,,,,,,,,,,,,,,,,,,,
1020,8.81,22932,77,,,,,,,,,,,,,,,,,,,,
1016,8.81,22924,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22932,77,,,,,,,,,,,,,,,,,,,,
1016,8.7,22916,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22932,72,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,77,,,,,,,,,,,,,,,,,,,,
1016,8.81,22916,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,71,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,76,,,,,,,,,,,,,,,,,,,,
1020,8.69,22924,79,,,,,,,,,,,,,,,,,,,,
1016,8.69,22916,71,,,,,,,,,,,,,,,,,,,,
1016,8.81,22932,76,,,,,,,,,,,,,,,,,,,,
1016,8.81,22940,74,,,,,,,,,,,,,,,,,,,,
1032,8.79,22948,78,,,,,,,,,,,,,,,,,,,,
1016,8.7,22948,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22920,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,70,,,,,,,,,,,,,,,,,,,,
1016,8.81,22928,71,,,,,,,,,,,,,,,,,,,,
1020,8.81,22940,74,,,,,,,,,,,,,,,,,,,,
1016,8.72,22948,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22924,80,,,,,,,,,,,,,,,,,,,,
1016,8.69,22916,71,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,73,,,,,,,,,,,,,,,,,,,,
1020,8.81,22932,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,78,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,72,,,,,,,,,,,,,,,,,,,,
1020,8.7,22924,73,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,70,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,70,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,76,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,71,,,,,,,,,,,,,,,,,,,,
1016,8.69,22908,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22932,77,,,,,,,,,,,,,,,,,,,,
1012,8.69,22932,80,,,,,,,,,,,,,,,,,,,,
1016,8.81,22940,76,,,,,,,,,,,,,,,,,,,,
1020,8.79,22932,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22948,78,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,74,,,,,,,,,,,,,,,,,,,,
1016,8.81,22948,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,74,,,,,,,,,,,,,,,,,,,,
1024,8.81,22928,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22920,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22916,72,,,,,,,,,,,,,,,,,,,,
1016,8.81,22928,79,,,,,,,,,,,,,,,,,,,,
1016,8.79,22932,74,,,,,,,,,,,,,,,,,,,,
1020,8.79,22932,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22916,73,,,,,,,,,,,,,,,,,,,,
1016,8.7,22912,71,,,,,,,,,,,,,,,,,,,,
1016,8.7,22920,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,73,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22932,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22908,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,72,,,,,,,,,,,,,,,,,,,,
1016,8.81,22924,73,,,,,,,,,,,,,,,,,,,,
1020,8.79,22920,80,,,,,,,,,,,,,,,,,,,,
1016,8.69,22940,79,,,,,,,,,,,,,,,,,,,,
1020,8.69,22932,75,,,,,,,,,,,,,,,,,,,,
1020,8.69,22940,77,,,,,,,,,,,,,,,,,,,,
1016,8.81,22924,80,,,,,,,,,,,,,,,,,,,,
1020,8.79,22940,77,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,81,,,,,,,,,,,,,,,,,,,,
1016,8.7,22924,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,76,,,,,,,,,,,,,,,,,,,,
1020,8.7,22932,73,,,,,,,,,,,,,,,,,,,,
1016,8.81,22920,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,70,,,,,,,,,,,,,,,,,,,,
1020,8.81,22912,68,,,,,,,,,,,,,,,,,,,,
1020,8.7,22932,75,,,,,,,,,,,,,,,,,,,,
1016,8.7,22956,77,,,,,,,,,,,,,,,,,,,,
1012,8.69,22928,69,,,,,,,,,,,,,,,,,,,,
1016,8.79,22924,74,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,78,,,,,,,,,,,,,,,,,,,,
1032,8.79,22944,77,,,,,,,,,,,,,,,,,,,,
1016,8.7,22924,75,,,,,,,,,,,,,,,,,,,,
1020,8.69,22932,73,,,,,,,,,,,,,,,,,,,,
1016,8.7,22936,72,,,,,,,,,,,,,,,,,,,,
1020,8.81,22924,78,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,73,,,,,,,,,,,,,,,,,,,,
1020,8.72,22920,70,,,,,,,,,,,,,,,,,,,,
1016,8.7,22936,75,,,,,,,,,,,,,,,,,,,,
1020,8.7,22928,75,,,,,,,,,,,,,,,,,,,,
1020,8.81,22932,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,75,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,74,,,,,,,,,,,,,,,,,,,,
1016,8.7,22948,73,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,77,,,,,,,,,,,,,,,,,,,,
1020,8.79,22940,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22912,69,,,,,,,,,,,,,,,,,,,,
1016,8.69,22940,70,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,70,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,70,,,,,,,,,,,,,,,,,,,,
1016,8.79,22916,74,,,,,,,,,,,,,,,,,,,,
1020,8.81,22928,78,,,,,,,,,,,,,,,,,,,,
1016,8.79,22948,80,,,,,,,,,,,,,,,,,,,,
1020,8.7,22924,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22916,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,73,,,,,,,,,,,,,,,,,,,,
1016,8.79,22944,75,,,,,,,,,,,,,,,,,,,,
1016,8.81,22920,78,,,,,,,,,,,,,,,,,,,,
1020,8.81,22920,75,,,,,,,,,,,,,,,,,,,,
1012,8.69,22932,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,71,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,77,,,,,,,,,,,,,,,,,,,,
1016,8.81,22924,74,,,,,,,,,,,,,,,,,,,,
1024,8.79,22932,73,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,74,,,,,,,,,,,,,,,,,,,,
1020,8.69,22924,76,,,,,,,,,,,,,,,,,,,,
1016,8.7,22936,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,76,,,,,,,,,,,,,,,,,,,,
1016,8.79,22924,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22908,72,,,,,,,,,,,,,,,,,,,,
1016,8.7,22928,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,73,,,,,,,,,,,,,,,,,,,,
1016,8.81,22920,71,,,,,,,,,,,,,,,,,,,,
1020,8.81,22932,71,,,,,,,,,,,,,,,,,,,,
1016,8.81,22928,75,,,,,,,,,,,,,,,,,,,,
1020,8.69,22948,70,,,,,,,,,,,,,,,,,,,,
1020,8.7,22920,77,,,,,,,,,,,,,,,,,,,,
1016,8.7,22932,71,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.81,22932,74,,,,,,,,,,,,,,,,,,,,
1016,8.81,22916,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22940,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,72,,,,,,,,,,,,,,,,,,,,
1016,8.81,22920,78,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,72,,,,,,,,,,,,,,,,,,,,
1020,8.79,22928,73,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,77,,,,,,,,,,,,,,,,,,,,
1016,8.7,22920,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22912,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,75,,,,,,,,,,,,,,,,,,,,
1020,8.81,22932,74,,,,,,,,,,,,,,,,,,,,
1032,8.81,22936,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22940,78,,,,,,,,,,,,,,,,,,,,
1012,8.69,22932,72,,,,,,,,,,,,,,,,,,,,
1016,8.7,22920,73,,,,,,,,,,,,,,,,,,,,
1016,8.79,22932,74,,,,,,,,,,,,,,,,,,,,
1020,8.81,22936,72,,,,,,,,,,,,,,,,,,,,
1020,8.76,22928,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22948,73,,,,,,,,,,,,,,,,,,,,
1012,8.69,22920,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,80,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,79,,,,,,,,,,,,,,,,,,,,
1020,8.81,22924,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,73,,,,,,,,,,,,,,,,,,,,
1012,8.69,22932,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,72,,,,,,,,,,,,,,,,,,,,
1020,8.81,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.81,22936,73,,,,,,,,,,,,,,,,,,,,
1016,8.79,22932,71,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,73,,,,,,,,,,,,,,,,,,,,
1016,8.69,22924,74,,,,,,,,,,,,,,,,,,,,
1012,8.79,22912,74,,,,,,,,,,,,,,,,,,,,
1020,8.79,22936,72,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,74,,,,,,,,,,,,,,,,,,,,
1012,8.69,22916,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22916,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,72,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,73,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,85,,,,,,,,,,,,,,,,,,,,
1024,8.81,22932,71,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,78,,,,,,,,,,,,,,,,,,,,
1012,8.69,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.7,22916,74,,,,,,,,,,,,,,,,,,,,
1016,8.81,22908,70,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,74,,,,,,,,,,,,,,,,,,,,
1024,8.79,22932,79,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,78,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22916,79,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,73,,,,,,,,,,,,,,,,,,,,
1016,8.69,22924,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22912,76,,,,,,,,,,,,,,,,,,,,
1016,8.7,22948,70,,,,,,,,,,,,,,,,,,,,
1016,8.79,22956,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,74,,,,,,,,,,,,,,,,,,,,
1016,8.81,22940,75,,,,,,,,,,,,,,,,,,,,
1016,8.69,22948,76,,,,,,,,,,,,,,,,,,,,
1012,8.69,22920,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22920,72,,,,,,,,,,,,,,,,,,,,
1016,8.79,22936,77,,,,,,,,,,,,,,,,,,,,
1016,8.81,22956,73,,,,,,,,,,,,,,,,,,,,
1020,8.81,22924,74,,,,,,,,,,,,,,,,,,,,
1016,8.7,22924,76,,,,,,,,,,,,,,,,,,,,
1016,8.7,22924,71,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,76,,,,,,,,,,,,,,,,,,,,
1016,8.81,22928,72,,,,,,,,,,,,,,,,,,,,
1016,8.79,22916,74,,,,,,,,,,,,,,,,,,,,
1020,8.81,22924,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.69,22928,76,,,,,,,,,,,,,,,,,,,,
1016,8.7,22936,76,,,,,,,,,,,,,,,,,,,,
1016,8.79,22920,76,,,,,,,,,,,,,,,,,,,,
1016,8.79,22948,73,,,,,,,,,,,,,,,,,,,,
1032,8.81,22920,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,74,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,79,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,76,,,,,,,,,,,,,,,,,,,,
1016,8.79,22916,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,73,,,,,,,,,,,,,,,,,,,,
1020,8.74,22940,70,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22944,69,,,,,,,,,,,,,,,,,,,,
1016,8.79,22928,73,,,,,,,,,,,,,,,,,,,,
1016,8.79,22924,74,,,,,,,,,,,,,,,,,,,,
1020,8.81,22936,73,,,,,,,,,,,,,,,,,,,,
1012,8.69,22916,77,,,,,,,,,,,,,,,,,,,,
1020,8.7,22916,77,,,,,,,,,,,,,,,,,,,,
1016,8.69,22936,72,,,,,,,,,,,,,,,,,,,,
1016,8.79,22940,74,,,,,,,,,,,,,,,,,,,,
1016,8.79,22916,75,,,,,,,,,,,,,,,,,,,,
1016,8.79,22900,72,,,,,,,,,,,,,,,,,,,,
1016,8.69,22932,75,,,,,,,,,,,,,,,,,,,,
1020,8.7,22952,72,,,,,,,,,,,,,,,,,,,,
1012,8.69,22920,68,,,,,,,,,,,,,,,,,,,,
1020,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1012,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.81,,,,,,,,,,,,,,,,,,,,,,
1028,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1024,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1020,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1012,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1020,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1020,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1020,8.79,,,,,,,,,,,,,,,,,,,,,,
1020,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.81,,,,,,,,,,,,,,,,,,,,,,
1032,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1020,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1020,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1020,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.81,,,,,,,,,,,,,,,,,,,,,,
1016,8.69,,,,,,,,,,,,,,,,,,,,,,
1016,8.7,,,,,,,,,,,,,,,,,,,,,,
1020,8.7,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1016,8.79,,,,,,,,,,,,,,,,,,,,,,
1020,8.79,,,,,,,,,,,,,,,,,,,,,,
