1100,9,22920,111,
1104,9,22924,111,
1100,9,22924,113,
1104,10,22920,112,
1100,10,22916,110,
1100,10,22924,109,
1108,9,22920,112,
1100,9,22928,113,
1100,9,22904,110,
1104,9,22912,113,
1100,9,22932,111,
1100,10,22912,110,
1100,10,22944,113,
1104,10,22924,112,
1100,9,22920,112,
1104,9,22900,112,
1100,9,22912,113,
1100,9,22912,118,
1100,9,22896,117,
1104,10,22936,110,
1100,10,22924,112,
1108,10,22912,112,
1100,9,22920,116,
1104,9,22916,109,
1100,9,22916,113,
1100,9,22924,114,
1104,10,22924,110,
1104,10,22916,110,
1104,10,22912,111,
1104,9,22924,115,
1100,9,22952,113,
1104,9,22920,114,
1100,9,22908,109,
1100,9,22908,108,
1104,10,22912,108,
1100,10,22908,112,
1104,10,22932,114,
1104,9,22932,114,
1104,9,22912,113,
1100,9,22900,111,
1100,9,22908,111,
1104,10,22904,112,
1104,10,22924,110,
1100,10,22948,113,
1100,9,22924,114,
1100,9,22908,112,
1104,9,22904,112,
1100,9,22912,112,
1100,9,22924,111,
1104,10,22936,112,
1100,10,22924,114,
1100,10,22912,109,
1104,9,22920,113,
1100,9,22932,113,
1100,9,22928,114,
1100,9,22912,114,
1100,9,22932,109,
1100,10,22916,112,
1100,10,22940,107,
1108,10,22908,111,
1104,9,22912,114,
1104,9,22908,112,
1100,9,22912,109,
1104,9,22888,112,
1100,10,22908,114,
1104,10,22924,114,
1100,10,22924,111,
1108,9,22928,110,
1100,9,22916,110,
1100,9,22896,110,
1100,9,22892,107,
1104,9,22912,113,
1100,10,22920,112,
1100,10,22908,113,
1100,10,22928,111,
1104,9,22920,110,
1104,9,22908,113,
1100,9,22916,112,
1100,9,22920,113,
1100,9,22912,111,
1104,10,22904,112,
1100,10,22904,114,
1108,10,22892,115,
1100,9,22928,107,
1104,9,22940,112,
1100,9,22936,113,
1100,9,22920,109,
1100,10,22912,114,
1100,10,22912,113,
1104,10,22936,111,
1104,9,22920,110,
1100,9,22956,113,
1104,9,22924,111,
1100,9,22912,112,
1100,9,22912,113,
1104,10,22916,114,
1100,10,22912,114,
1104,10,22944,111,
1100,9,22912,114,
1100,9,22908,111,
1100,9,22912,112,
1100,9,22924,114,
1104,10,22916,111,
1100,10,22920,114,
1104,10,22928,109,
1100,9,22940,114,
1100,9,22896,113,
1104,9,22920,112,
1100,9,22924,112,
1100,9,22920,110,
1104,10,22912,108,
1104,10,22916,110,
1100,10,22904,111,
1100,9,22916,111,
1100,9,22940,114,
1104,9,22928,114,
1100,9,22908,115,
1100,9,22904,112,
1104,10,22904,109,
1104,10,22900,114,
1108,10,22924,111,
1100,9,22928,110,
1104,9,22944,113,
1104,9,22912,111,
1100,9,22912,110,
1104,10,22912,112,
1100,10,22932,113,
1100,10,22904,112,
1108,9,22932,111,
1100,9,22908,113,
1104,9,22912,110,
1100,9,22924,111,
1100,9,22916,109,
1104,10,22932,113,
1104,10,22916,111,
1100,10,22904,114,
1100,9,22900,112,
1100,9,22928,112,
1100,9,22932,114,
1100,9,22936,111,
1104,9,22920,113,
1100,10,22908,112,
1104,10,22888,112,
1108,10,22924,109,
1100,9,22908,113,
1104,9,22916,113,
1100,9,22932,116,
1104,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1104,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1100,10,,,
1108,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1108,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,9,,,
1104,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1108,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1100,10,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1108,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1104,10,,,
1108,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1104,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1112,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1108,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1104,10,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1108,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1108,10,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1104,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1108,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1100,10,,,
1104,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1100,10,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1108,10,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1100,10,,,
1100,10,,,
1108,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,10,,,
1104,10,,,
1100,10,,,
1100,9,,,
1100,9,,,
1104,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1108,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1104,9,,,
1104,9,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1104,10,,,
1104,9,,,
1100,9,,,
1100,9,,,
1100,9,,,
1100,10,,,
1100,10,,,
1100,10,,,
1100,9,,,
1104,9,,,
1100,9,,,
1100,9,,,
1104,9,,,
1100,10,,,
1104,10,,,
1104,10,,,
1100,9,,,
1104,9,,,
Slight adjustement in sensor and target orientation,,,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1224,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1224,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1224,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1220,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1224,11,110,,
1220,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1224,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1220,12,120,,
1224,12,120,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,12,120,,
1220,12,120,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1224,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1224,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1224,12,120,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1220,12,120,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1220,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1220,12,120,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1220,12,120,,
1216,11,110,,
1224,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1224,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1224,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1220,12,120,,
1220,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1220,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1220,11,110,,
1224,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1224,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1224,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1216,11,110,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,12,120,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1220,12,120,,
1216,12,120,,
1216,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1224,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1224,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1224,12,120,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1216,11,110,,
1216,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1216,12,120,,
1216,11,110,,
1220,11,110,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1220,12,120,,
1216,12,120,,
1220,11,110,,
1224,11,110,,
1216,11,110,,
1216,11,110,,
1216,11,110,,
1220,12,120,,
1220,12,120,,
1224,12,120,,
1216,11,110,,
1220,11,110,,
1220,11,110,,
1216,11,110,,
1216,11,110,,
1216,12,120,,
1224,12,120,,
1220,11,110,,
1220,11,110,,
1220,11,110,,
